,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
440,2012-03-29,8.833199375310832,-56.35681246748058,58.28696098636835,8.833199375310832,8.833199375310832,-7.82981836515744,-7.82981836515744,-7.82981836515744,-0.6562877815440964,-0.6562877815440964,-0.6562877815440964,-7.173530583613343,-7.173530583613343,-7.173530583613343,0.0,0.0,0.0,1.003381010153392
441,2012-03-30,8.8441384063115,-53.094347257739415,62.608319945504434,8.8441384063115,8.8441384063115,-7.999723307581394,-7.999723307581394,-7.999723307581394,-1.053515658175782,-1.053515658175782,-1.053515658175782,-6.94620764940561,-6.94620764940561,-6.94620764940561,0.0,0.0,0.0,0.8444150987301056
442,2012-04-02,8.876955499313505,-56.08748513155209,57.70583690476765,8.876955499313505,8.876955499313505,-6.166171689625293,-6.166171689625293,-6.166171689625293,-0.21081261079917535,-0.21081261079917535,-0.21081261079917535,-5.955359078826118,-5.955359078826118,-5.955359078826118,0.0,0.0,0.0,2.7107838096882118
443,2012-04-03,8.88789453031417,-51.52356451911087,61.932147956474374,8.88789453031417,8.88789453031417,-5.870140550947305,-5.870140550947305,-5.870140550947305,-0.3374424043558804,-0.3374424043558804,-0.3374424043558804,-5.532698146591424,-5.532698146591424,-5.532698146591424,0.0,0.0,0.0,3.0177539793668657
444,2012-04-04,8.89883356131484,-51.73027804933282,61.630485880387205,8.89883356131484,8.89883356131484,-5.250774439152618,-5.250774439152618,-5.250774439152618,-0.17967112601378363,-0.17967112601378363,-0.17967112601378363,-5.071103313138834,-5.071103313138834,-5.071103313138834,0.0,0.0,0.0,3.6480591221622216
445,2012-04-05,8.909772592315509,-57.24169446196703,56.64919520191414,8.909772592315509,8.909772592315509,-5.232405069706455,-5.232405069706455,-5.232405069706455,-0.6562877815447246,-0.6562877815447246,-0.6562877815447246,-4.57611728816173,-4.57611728816173,-4.57611728816173,0.0,0.0,0.0,3.677367522609054
446,2012-04-09,8.95352871631818,-46.90681671867908,64.51966298599203,8.95352871631818,8.95352871631818,-2.609576144084097,-2.609576144084097,-2.609576144084097,-0.21081261080047195,-0.21081261080047195,-0.21081261080047195,-2.3987635332836255,-2.3987635332836255,-2.3987635332836255,0.0,0.0,0.0,6.343952572234083
447,2012-04-10,8.964467747318848,-56.591166562988704,64.4285461528794,8.964467747318848,8.964467747318848,-2.18211118670195,-2.18211118670195,-2.18211118670195,-0.33744240435353984,-0.33744240435353984,-0.33744240435353984,-1.84466878234841,-1.84466878234841,-1.84466878234841,0.0,0.0,0.0,6.782356560616898
448,2012-04-11,8.975406778319517,-50.96334638373756,62.57385266478574,8.975406778319517,8.975406778319517,-1.4838280787020683,-1.4838280787020683,-1.4838280787020683,-0.17967112601421126,-0.17967112601421126,-0.17967112601421126,-1.304156952687857,-1.304156952687857,-1.304156952687857,0.0,0.0,0.0,7.491578699617449
449,2012-04-12,8.986345809320184,-47.4054076494471,67.50036172811127,8.986345809320184,8.986345809320184,-1.4427370142231362,-1.4427370142231362,-1.4427370142231362,-0.6562877815437796,-0.6562877815437796,-0.6562877815437796,-0.7864492326793566,-0.7864492326793566,-0.7864492326793566,0.0,0.0,0.0,7.5436087950970485
450,2012-04-13,8.997284840320853,-52.03667608269869,66.98418111143546,8.997284840320853,8.997284840320853,-1.354323298822424,-1.354323298822424,-1.354323298822424,-1.0535156581766887,-1.0535156581766887,-1.0535156581766887,-0.30080764064573534,-0.30080764064573534,-0.30080764064573534,0.0,0.0,0.0,7.64296154149843
451,2012-04-16,9.030101933322856,-45.472374086886255,65.84007441876807,9.030101933322856,9.030101933322856,0.6631062345715731,0.6631062345715731,0.6631062345715731,-0.21081261080176839,-0.21081261080176839,-0.21081261080176839,0.8739188453733415,0.8739188453733415,0.8739188453733415,0.0,0.0,0.0,9.69320816789443
452,2012-04-17,9.041040964323525,-50.388571924823616,66.2103684901291,9.041040964323525,9.041040964323525,0.8061709311814411,0.8061709311814411,0.8061709311814411,-0.33744240435553263,-0.33744240435553263,-0.33744240435553263,1.1436133355369738,1.1436133355369738,1.1436133355369738,0.0,0.0,0.0,9.847211895504966
453,2012-04-18,9.051979995324192,-48.116962714197626,70.99822068765341,9.051979995324192,9.051979995324192,1.1604321818435108,1.1604321818435108,1.1604321818435108,-0.17967112601305749,-0.17967112601305749,-0.17967112601305749,1.340103307856568,1.340103307856568,1.340103307856568,0.0,0.0,0.0,10.212412177167703
454,2012-04-19,9.062919026324861,-51.1912685901795,67.19519861446692,9.062919026324861,9.062919026324861,0.8010609831477244,0.8010609831477244,0.8010609831477244,-0.6562877815444078,-0.6562877815444078,-0.6562877815444078,1.4573487646921324,1.4573487646921324,1.4573487646921324,0.0,0.0,0.0,9.863980009472586
455,2012-04-20,9.07385805732553,-48.9634781739927,65.50531300593828,9.07385805732553,9.07385805732553,0.43687287472219233,0.43687287472219233,0.43687287472219233,-1.0535156581756464,-1.0535156581756464,-1.0535156581756464,1.490388532897839,1.490388532897839,1.490388532897839,0.0,0.0,0.0,9.510730932047723
456,2012-04-23,9.106869338675933,-50.56585185404465,62.194939576458744,9.106869338675933,9.106869338675933,0.8424172958092351,0.8424172958092351,0.8424172958092351,-0.21081261079886993,-0.21081261079886993,-0.21081261079886993,1.053229906608105,1.053229906608105,1.053229906608105,0.0,0.0,0.0,9.94928663448517
457,2012-04-24,9.117873099126067,-49.01310168601318,69.68116247788869,9.117873099126067,9.117873099126067,0.38773424275752927,0.38773424275752927,0.38773424275752927,-0.3374424043547218,-0.3374424043547218,-0.3374424043547218,0.725176647112251,0.725176647112251,0.725176647112251,0.0,0.0,0.0,9.505607341883596
458,2012-04-25,9.1288768595762,-48.50693332589161,68.05861711023725,9.1288768595762,9.1288768595762,0.1280563693702599,0.1280563693702599,0.1280563693702599,-0.1796711260140676,-0.1796711260140676,-0.1796711260140676,0.3077274953843275,0.3077274953843275,0.3077274953843275,0.0,0.0,0.0,9.25693322894646
459,2012-04-26,9.139880620026336,-50.91742602782504,63.02103307334574,9.139880620026336,9.139880620026336,-0.8521839079203607,-0.8521839079203607,-0.8521839079203607,-0.6562877815454562,-0.6562877815454562,-0.6562877815454562,-0.19589612637490447,-0.19589612637490447,-0.19589612637490447,0.0,0.0,0.0,8.287696712105975
460,2012-04-27,9.15088438047647,-47.27240700848439,65.2102679492531,9.15088438047647,9.15088438047647,-1.8345882088889394,-1.8345882088889394,-1.8345882088889394,-1.0535156581746044,-1.0535156581746044,-1.0535156581746044,-0.7810725507143349,-0.7810725507143349,-0.7810725507143349,0.0,0.0,0.0,7.31629617158753
461,2012-04-30,9.183895661826872,-50.982180154277174,63.925347656771436,9.183895661826872,9.183895661826872,-3.1711207168413624,-3.1711207168413624,-3.1711207168413624,-0.21081261080016633,-0.21081261080016633,-0.21081261080016633,-2.9603081060411958,-2.9603081060411958,-2.9603081060411958,0.0,0.0,0.0,6.01277494498551
462,2012-05-01,9.194899422277008,-48.874115105209405,64.68063268325797,9.194899422277008,9.194899422277008,-4.137855626736353,-4.137855626736353,-4.137855626736353,-0.33744240435391093,-0.33744240435391093,-0.33744240435391093,-3.8004132223824416,-3.8004132223824416,-3.8004132223824416,0.0,0.0,0.0,5.057043795540655
463,2012-05-02,9.205903182727141,-51.519573134891985,62.281605518692565,9.205903182727141,9.205903182727141,-4.8609399673327,-4.8609399673327,-4.8609399673327,-0.17967112601449545,-0.17967112601449545,-0.17967112601449545,-4.681268841318205,-4.681268841318205,-4.681268841318205,0.0,0.0,0.0,4.344963215394441
464,2012-05-03,9.216906943177277,-54.59725075618021,59.104437734876925,9.216906943177277,9.216906943177277,-6.248474488802658,-6.248474488802658,-6.248474488802658,-0.6562877815436711,-0.6562877815436711,-0.6562877815436711,-5.592186707258986,-5.592186707258986,-5.592186707258986,0.0,0.0,0.0,2.968432454374619
465,2012-05-04,9.22791070362741,-52.104432505334685,59.62767489635041,9.22791070362741,9.22791070362741,-7.575579815465636,-7.575579815465636,-7.575579815465636,-1.0535156581765532,-1.0535156581765532,-1.0535156581765532,-6.522064157289083,-6.522064157289083,-6.522064157289083,0.0,0.0,0.0,1.6523308881617744
466,2012-05-07,9.260921984977815,-60.30311365203387,56.91226641470968,9.260921984977815,9.260921984977815,-9.523431152190552,-9.523431152190552,-9.523431152190552,-0.21081261079978855,-0.21081261079978855,-0.21081261079978855,-9.312618541390764,-9.312618541390764,-9.312618541390764,0.0,0.0,0.0,-0.26250916721273754
467,2012-05-08,9.271925745427946,-61.87100753010479,53.645549389893944,9.271925745427946,9.271925745427946,-10.543822597708065,-10.543822597708065,-10.543822597708065,-0.3374424043531001,-0.3374424043531001,-0.3374424043531001,-10.206380193354965,-10.206380193354965,-10.206380193354965,0.0,0.0,0.0,-1.2718968522801184
468,2012-05-09,9.282929505878082,-60.75554554390258,53.39454767507358,9.282929505878082,9.282929505878082,-11.244397300867904,-11.244397300867904,-11.244397300867904,-0.1796711260144236,-0.1796711260144236,-0.1796711260144236,-11.064726174853481,-11.064726174853481,-11.064726174853481,0.0,0.0,0.0,-1.9614677949898223
469,2012-05-10,9.293933266328215,-60.407777418071916,53.964014271868756,9.293933266328215,9.293933266328215,-12.534720616969974,-12.534720616969974,-12.534720616969974,-0.6562877815447193,-0.6562877815447193,-0.6562877815447193,-11.878432835425254,-11.878432835425254,-11.878432835425254,0.0,0.0,0.0,-3.2407873506417584
470,2012-05-11,9.30493702677835,-59.338780220034735,51.68442281578118,9.30493702677835,9.30493702677835,-13.692761964648735,-13.692761964648735,-13.692761964648735,-1.0535156581755112,-1.0535156581755112,-1.0535156581755112,-12.639246306473225,-12.639246306473225,-12.639246306473225,0.0,0.0,0.0,-4.387824937870384
471,2012-05-14,9.337948308128754,-66.5825668217995,53.64962445594006,9.337948308128754,9.337948308128754,-14.749916061148596,-14.749916061148596,-14.749916061148596,-0.2108126108002389,-0.2108126108002389,-0.2108126108002389,-14.539103450348358,-14.539103450348358,-14.539103450348358,0.0,0.0,0.0,-5.411967753019843
472,2012-05-15,9.348952068578889,-62.026609315350804,54.09663676995844,9.348952068578889,9.348952068578889,-15.36700107162089,-15.36700107162089,-15.36700107162089,-0.3374424043550929,-0.3374424043550929,-0.3374424043550929,-15.029558667265798,-15.029558667265798,-15.029558667265798,0.0,0.0,0.0,-6.018049003042002
473,2012-05-16,9.359955829029023,-68.07714087137111,50.021317292024904,9.359955829029023,9.359955829029023,-15.624031270789496,-15.624031270789496,-15.624031270789496,-0.1796711260137693,-0.1796711260137693,-0.1796711260137693,-15.444360144775727,-15.444360144775727,-15.444360144775727,0.0,0.0,0.0,-6.264075441760474
474,2012-05-17,9.370959589479158,-64.56074430995301,50.608785770393176,9.370959589479158,9.370959589479158,-16.439328456096643,-16.439328456096643,-16.439328456096643,-0.6562877815453476,-0.6562877815453476,-0.6562877815453476,-15.783040674551296,-15.783040674551296,-15.783040674551296,0.0,0.0,0.0,-7.068368866617485
475,2012-05-18,9.381963349929292,-61.765733637080544,49.65822221406739,9.381963349929292,9.381963349929292,-17.099992452386243,-17.099992452386243,-17.099992452386243,-1.0535156581747944,-1.0535156581747944,-1.0535156581747944,-16.046476794211447,-16.046476794211447,-16.046476794211447,0.0,0.0,0.0,-7.718029102456951
476,2012-05-21,9.414974631279694,-63.443940518268846,50.95937325030423,9.414974631279694,9.414974631279694,-16.623403009241343,-16.623403009241343,-16.623403009241343,-0.21081261079986097,-0.21081261079986097,-0.21081261079986097,-16.412590398441484,-16.412590398441484,-16.412590398441484,0.0,0.0,0.0,-7.208428377961649
477,2012-05-22,9.42597839172983,-67.28629969130776,49.610966055529786,9.42597839172983,9.42597839172983,-16.745134482717503,-16.745134482717503,-16.745134482717503,-0.33744240435402634,-0.33744240435402634,-0.33744240435402634,-16.40769207836348,-16.40769207836348,-16.40769207836348,0.0,0.0,0.0,-7.319156090987674
478,2012-05-23,9.436982152179965,-65.14689988363692,51.45491320172271,9.436982152179965,9.436982152179965,-16.528410314396844,-16.528410314396844,-16.528410314396844,-0.17967112601311488,-0.17967112601311488,-0.17967112601311488,-16.34873918838373,-16.34873918838373,-16.34873918838373,0.0,0.0,0.0,-7.091428162216879
479,2012-05-24,9.447985912630099,-65.10920332422353,47.49121030349946,9.447985912630099,9.447985912630099,-16.89862629863031,-16.89862629863031,-16.89862629863031,-0.6562877815459759,-0.6562877815459759,-0.6562877815459759,-16.242338517084335,-16.242338517084335,-16.242338517084335,0.0,0.0,0.0,-7.450640386000213
480,2012-05-25,9.458989673080234,-63.16879045852843,50.27124360674906,9.458989673080234,9.458989673080234,-17.148995706959226,-17.148995706959226,-17.148995706959226,-1.053515658176093,-1.053515658176093,-1.053515658176093,-16.095480048783134,-16.095480048783134,-16.095480048783134,0.0,0.0,0.0,-7.690006033878992
481,2012-05-29,9.50300471488077,-59.513965794046925,54.694178065562234,9.50300471488077,9.50300471488077,-15.583515088233622,-15.583515088233622,-15.583515088233622,-0.33744240435474515,-0.33744240435474515,-0.33744240435474515,-15.246072683878877,-15.246072683878877,-15.246072683878877,0.0,0.0,0.0,-6.080510373352851
482,2012-05-30,9.514008475330906,-63.18011441727622,48.47923333199242,9.514008475330906,9.514008475330906,-15.181698244016017,-15.181698244016017,-15.181698244016017,-0.17967112601304297,-0.17967112601304297,-0.17967112601304297,-15.002027118002975,-15.002027118002975,-15.002027118002975,0.0,0.0,0.0,-5.667689768685111
483,2012-05-31,9.52501223578104,-60.96868545978302,54.339313238640095,9.52501223578104,9.52501223578104,-15.413444960961202,-15.413444960961202,-15.413444960961202,-0.6562877815446108,-0.6562877815446108,-0.6562877815446108,-14.75715717941659,-14.75715717941659,-14.75715717941659,0.0,0.0,0.0,-5.888432725180163
484,2012-06-01,9.536015996231173,-61.039005533026234,47.886769357795885,9.536015996231173,9.536015996231173,-15.56968090493451,-15.56968090493451,-15.56968090493451,-1.053515658175376,-1.053515658175376,-1.053515658175376,-14.516165246759135,-14.516165246759135,-14.516165246759135,0.0,0.0,0.0,-6.0336649087033365
485,2012-06-04,9.569027277581576,-61.51435597695332,53.862984956799764,9.569027277581576,9.569027277581576,-14.060872344001721,-14.060872344001721,-14.060872344001721,-0.2108126108024539,-0.2108126108024539,-0.2108126108024539,-13.850059733199268,-13.850059733199268,-13.850059733199268,0.0,0.0,0.0,-4.4918450664201455
486,2012-06-05,9.580031038031711,-61.098973423968665,57.63745768040527,9.580031038031711,9.580031038031711,-13.990811087335526,-13.990811087335526,-13.990811087335526,-0.3374424043536786,-0.3374424043536786,-0.3374424043536786,-13.65336868298185,-13.65336868298185,-13.65336868298185,0.0,0.0,0.0,-4.410780049303815
